1,4,587.110595679403,212.40338162604306,15.527343797444018,33.97402898424201,1,-1,-1,-1
1,3,455.2212525209072,211.3244325929081,27.614501794123044,63.504058398168155,1,-1,-1,-1
1,2,224.76553332281316,184.76684500295883,32.46386743640494,97.29669329486362,1,-1,-1,-1
1,1,293.22604363565966,150.60049624006234,58.10406507243067,169.96197138706282,1,-1,-1,-1
2,5,539.1845703373813,218.33023079015442,13.512451122112452,32.002746427503666,1,-1,-1,-1
2,3,453.89840428774966,210.96737706153465,26.901891144016986,63.160810481022,1,-1,-1,-1
2,2,223.9197148605766,182.27496573976765,33.43972503008385,100.06976566453147,1,-1,-1,-1
2,1,293.69878394829163,151.93088628301578,60.263865080621486,173.63954741980965,1,-1,-1,-1
3,3,453.0434457407131,211.96063335765731,25.589130718088654,62.52549637169338,1,-1,-1,-1
3,2,223.13791320575825,181.52985329708935,33.9654904548359,102.82470200033828,1,-1,-1,-1
3,1,296.0562581606114,151.84194402617015,61.184847221739005,176.77820876428774,1,-1,-1,-1
4,3,451.6421890729055,213.3482202255023,24.786882570367766,62.1124284899289,1,-1,-1,-1
4,2,222.35135231191916,181.60723195065972,35.34562030382463,104.48496191697708,1,-1,-1,-1
4,1,297.02909591429227,149.62574183715628,63.12776744442215,181.08992810732434,1,-1,-1,-1
5,3,451.40090704777225,214.35721838082358,24.39041563271269,62.41015581023842,1,-1,-1,-1
5,2,222.91082568556234,184.770774390348,34.81451627034474,103.85954243815328,1,-1,-1,-1
5,1,297.69259848285327,146.283452285492,65.54019629972322,187.692302341007,1,-1,-1,-1
6,3,451.8154593476748,213.85733488209388,24.755028323647707,63.810617683213025,1,-1,-1,-1
6,2,223.16893240404406,185.2539361758013,35.06096068578117,105.62623652607766,1,-1,-1,-1
6,1,301.5783405752844,142.5861009033374,66.8661809247252,192.57242359615066,1,-1,-1,-1
7,3,451.8936002820675,214.75873394747623,24.595990348457235,63.94033631101297,1,-1,-1,-1
7,2,220.9503717119092,184.3801757612739,36.36628563403019,108.59536556067394,1,-1,-1,-1
7,1,305.7630196164672,139.54443609256822,68.143977135574,197.6497714895815,1,-1,-1,-1
8,3,452.0303601363658,215.56909669513388,24.40560206380394,63.82578222565408,1,-1,-1,-1
8,2,221.28400819308237,183.9937267999244,36.3513143511864,109.8837705339422,1,-1,-1,-1
8,1,311.4057905869763,138.49913700424048,71.36725914635997,204.58393291445844,1,-1,-1,-1
9,3,452.32179601404016,216.24986233771946,24.178997837470433,63.8693583353008,1,-1,-1,-1
9,2,218.7489641171113,182.34873355969924,38.37479000468488,113.09103721869664,1,-1,-1,-1
9,1,317.42871338011787,137.66777167548807,77.92369494187926,212.00852869820088,1,-1,-1,-1
10,3,452.8389713810322,216.28309940009584,23.861622424786106,64.02198028414941,1,-1,-1,-1
10,2,218.11239149813719,181.1174435641624,39.87900521911064,115.69140005481609,1,-1,-1,-1
10,1,321.2289723905341,137.77051075281503,82.58590250627105,219.00647440382505,1,-1,-1,-1
11,3,454.44768667313895,216.13130501854184,24.540566953718553,64.64211011808376,1,-1,-1,-1
11,2,217.65537709709585,181.00015401016094,41.325475982473876,119.12851242778129,1,-1,-1,-1
11,1,327.06170911695455,137.5594648870343,83.47077010437204,225.59230533517066,1,-1,-1,-1
12,3,455.800499808309,218.24103022293707,24.050700741521382,63.99000404744555,1,-1,-1,-1
